municipality,house_district,house_member,senate_district,senate_member,congressional_district,congress_member
ABBOTTSTOWN BOROUGH,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
ARENDTSVILLE BOROUGH,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
BENDERSVILLE BOROUGH,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
BERWICK TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
BIGLERVILLE BOROUGH,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
BONNEAUVILLE BOROUGH,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
BUTLER TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
CARROLL VALLEY BOROUGH,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
CONEWAGO TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
CUMBERLAND TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
EAST BERLIN BOROUGH,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
FAIRFIELD BOROUGH,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
FRANKLIN TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
FREEDOM TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
GERMANY TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
GETTYSBURG BOROUGH,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
HAMILTON TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
HAMILTONBAN TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
HIGHLAND TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
HUNTINGTON TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
LATIMORE TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
LIBERTY TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
LITTLESTOWN BOROUGH,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
MCSHERRYSTOWN BOROUGH,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
MENALLEN TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
MOUNT JOY TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
MOUNT PLEASANT TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
NEW OXFORD BOROUGH,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
OXFORD TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
READING TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
STRABAN TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
TYRONE TWP,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
UNION TWP,91,MOUL - R,33,MASTRIANO - R,13,JOYCE - R
YORK SPRINGS BOROUGH,193,ECKER - R,33,MASTRIANO - R,13,JOYCE - R
ALEPPO TWP,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
ASPINWALL BOROUGH,21,INNAMORATO - D,38,L. WILLIAMS - D,17,LAMB - D
AVALON BOROUGH,20,RAVENSTAHL - D,42,FONTANA - D,17,LAMB - D
BALDWIN BOROUGH,36,READSHAW - D,45,BREWSTER - D,18,DOYLE - D
BALDWIN BOROUGH,38,KORTZ - D,45,BREWSTER - D,18,DOYLE - D
BALDWIN TWP,42,D. MILLER - D,42,FONTANA - D,17,LAMB - D
BELL ACRES BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
BELLEVUE BOROUGH,20,RAVENSTAHL - D,42,FONTANA - D,17,LAMB - D
BEN AVON BOROUGH,45,KULIK - D,42,FONTANA - D,17,LAMB - D
BEN AVON HEIGHTS BOROUGH,45,KULIK - D,37,IOVINO - D,17,LAMB - D
BETHEL PARK BOROUGH,39,PUSKARIC - R,37,IOVINO - D,18,DOYLE - D
BETHEL PARK BOROUGH,40,MIHALEK - R,37,IOVINO - D,18,DOYLE - D
BLAWNOX BOROUGH,32,DeLUCA - D,38,L. WILLIAMS - D,17,LAMB - D
BRACKENRIDGE BOROUGH,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
BRADDOCK BOROUGH,34,LEE - D,45,BREWSTER - D,18,DOYLE - D
BRADDOCK HILLS BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
BRADFORD WOODS BOROUGH,28,TURZAI - R,38,L. WILLIAMS - D,17,LAMB - D
BRENTWOOD BOROUGH,36,READSHAW - D,45,BREWSTER - D,18,DOYLE - D
BRIDGEVILLE BOROUGH,46,ORTITAY - R,37,IOVINO - D,18,DOYLE - D
CARNEGIE BOROUGH,45,KULIK - D,42,FONTANA - D,17,LAMB - D
CASTLE SHANNON BOROUGH,42,D. MILLER - D,42,FONTANA - D,17,LAMB - D
CHALFANT BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
CHESWICK BOROUGH,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
CHURCHILL BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
CLAIRTON CITY,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
COLLIER TWP,46,ORTITAY - R,37,IOVINO - D,18,DOYLE - D
CORAOPOLIS BOROUGH,45,KULIK - D,42,FONTANA - D,17,LAMB - D
CRAFTON BOROUGH,27,DEASY - D,42,FONTANA - D,17,LAMB - D
CRESCENT TWP,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
DORMONT BOROUGH,42,D. MILLER - D,42,FONTANA - D,17,LAMB - D
DRAVOSBURG BOROUGH,38,KORTZ - D,45,BREWSTER - D,18,DOYLE - D
DUQUESNE CITY,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
EAST DEER TWP,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
EAST MCKEESPORT BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
EAST PITTSBURGH BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
EDGEWOOD BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
EDGEWORTH BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
ELIZABETH BOROUGH,39,PUSKARIC - R,45,BREWSTER - D,18,DOYLE - D
ELIZABETH TWP,39,PUSKARIC - R,45,BREWSTER - D,18,DOYLE - D
EMSWORTH BOROUGH,45,KULIK - D,37,IOVINO - D,17,LAMB - D
ETNA BOROUGH,21,INNAMORATO - D,38,L. WILLIAMS - D,17,LAMB - D
FAWN TWP,54,BROOKS - R,38,L. WILLIAMS - D,17,LAMB - D
FINDLAY TWP,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
FOREST HILLS BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
FORWARD TWP,39,PUSKARIC - R,45,BREWSTER - D,18,DOYLE - D
FOX CHAPEL BOROUGH,30,MIZGORSKI - R,38,L. WILLIAMS - D,17,LAMB - D
FRANKLIN PARK BOROUGH,28,TURZAI - R,38,L. WILLIAMS - D,12,MARINO - R
FRANKLIN PARK BOROUGH,28,TURZAI - R,38,L. WILLIAMS - D,17,LAMB - D
FRAZER TWP,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
GLASSPORT BOROUGH,38,KORTZ - D,45,BREWSTER - D,18,DOYLE - D
GLEN OSBORNE BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
GLENFIELD BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
GREEN TREE BOROUGH,27,DEASY - D,42,FONTANA - D,17,LAMB - D
HAMPTON TWP,30,MIZGORSKI - R,38,L. WILLIAMS - D,17,LAMB - D
HARMAR TWP,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
HARRISON TWP,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
HARRISON TWP,54,BROOKS - R,38,L. WILLIAMS - D,17,LAMB - D
HAYSVILLE BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
HEIDELBERG BOROUGH,46,ORTITAY - R,42,FONTANA - D,17,LAMB - D
HOMESTEAD BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
INDIANA TWP,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
INGRAM BOROUGH,27,DEASY - D,42,FONTANA - D,17,LAMB - D
JEFFERSON HILLS BOROUGH,39,PUSKARIC - R,37,IOVINO - D,18,DOYLE - D
KENNEDY TWP,45,KULIK - D,42,FONTANA - D,17,LAMB - D
KILBUCK TWP,45,KULIK - D,37,IOVINO - D,17,LAMB - D
LEET TWP,16,MATZIE - D,37,IOVINO - D,17,LAMB - D
LEETSDALE BOROUGH,16,MATZIE - D,37,IOVINO - D,17,LAMB - D
LIBERTY BOROUGH,38,KORTZ - D,45,BREWSTER - D,18,DOYLE - D
LINCOLN BOROUGH,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
MARSHALL TWP,28,TURZAI - R,38,L. WILLIAMS - D,17,LAMB - D
MCCANDLESS TWP,28,TURZAI - R,38,L. WILLIAMS - D,17,LAMB - D
MCDONALD BOROUGH,46,ORTITAY - R,37,IOVINO - D,17,LAMB - D
MCKEES ROCKS BOROUGH,27,DEASY - D,42,FONTANA - D,17,LAMB - D
MCKEESPORT CITY,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
MILLVALE BOROUGH,21,INNAMORATO - D,38,L. WILLIAMS - D,17,LAMB - D
MONROEVILLE BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
MOON TWP,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
MOUNT LEBANON TWP,42,D. MILLER - D,37,IOVINO - D,17,LAMB - D
MOUNT OLIVER BOROUGH,36,READSHAW - D,43,COSTA - D,18,DOYLE - D
MUNHALL BOROUGH,35,A. DAVIS - D,43,COSTA - D,18,DOYLE - D
NEVILLE TWP,45,KULIK - D,42,FONTANA - D,17,LAMB - D
NORTH BRADDOCK BOROUGH,34,LEE - D,45,BREWSTER - D,18,DOYLE - D
NORTH FAYETTE TWP,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
NORTH VERSAILLES TWP,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
O'HARA TWP,21,INNAMORATO - D,38,L. WILLIAMS - D,17,LAMB - D
O'HARA TWP,30,MIZGORSKI - R,38,L. WILLIAMS - D,17,LAMB - D
O'HARA TWP,32,DeLUCA - D,38,L. WILLIAMS - D,17,LAMB - D
OAKDALE BOROUGH,46,ORTITAY - R,37,IOVINO - D,17,LAMB - D
OAKMONT BOROUGH,33,DERMODY - D,43,COSTA - D,17,LAMB - D
OHIO TWP,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
PENN HILLS TWP,32,DeLUCA - D,43,COSTA - D,17,LAMB - D
PENN HILLS TWP,32,DeLUCA - D,43,COSTA - D,18,DOYLE - D
PENNSBURY VILLAGE BOROUGH,45,KULIK - D,37,IOVINO - D,17,LAMB - D
PINE TWP,28,TURZAI - R,38,L. WILLIAMS - D,17,LAMB - D
PITCAIRN BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
PITTSBURGH CITY,24,GAINEY - D,38,L. WILLIAMS - D,18,DOYLE - D
PITTSBURGH CITY,19,WHEATLEY - D,42,FONTANA - D,18,DOYLE - D
PITTSBURGH CITY,20,RAVENSTAHL - D,42,FONTANA - D,18,DOYLE - D
PITTSBURGH CITY,21,INNAMORATO - D,42,FONTANA - D,18,DOYLE - D
PITTSBURGH CITY,24,GAINEY - D,42,FONTANA - D,18,DOYLE - D
PITTSBURGH CITY,27,DEASY - D,42,FONTANA - D,18,DOYLE - D
PITTSBURGH CITY,36,READSHAW - D,42,FONTANA - D,18,DOYLE - D
PITTSBURGH CITY,42,D. MILLER - D,42,FONTANA - D,18,DOYLE - D
PITTSBURGH CITY,19,WHEATLEY - D,43,COSTA - D,18,DOYLE - D
PITTSBURGH CITY,21,INNAMORATO - D,43,COSTA - D,18,DOYLE - D
PITTSBURGH CITY,23,FRANKEL - D,43,COSTA - D,18,DOYLE - D
PITTSBURGH CITY,24,GAINEY - D,43,COSTA - D,18,DOYLE - D
PITTSBURGH CITY,34,LEE - D,43,COSTA - D,18,DOYLE - D
PITTSBURGH CITY,36,READSHAW - D,43,COSTA - D,18,DOYLE - D
PLEASANT HILLS BOROUGH,38,KORTZ - D,37,IOVINO - D,18,DOYLE - D
PLUM BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
PLUM BOROUGH,32,DeLUCA - D,45,BREWSTER - D,18,DOYLE - D
PORT VUE BOROUGH,38,KORTZ - D,45,BREWSTER - D,18,DOYLE - D
RANKIN BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
RESERVE TWP,21,INNAMORATO - D,42,FONTANA - D,17,LAMB - D
RICHLAND TWP,30,MIZGORSKI - R,38,L. WILLIAMS - D,17,LAMB - D
ROBINSON TWP,45,KULIK - D,37,IOVINO - D,17,LAMB - D
ROSS TWP,20,RAVENSTAHL - D,38,L. WILLIAMS - D,17,LAMB - D
ROSS TWP,21,INNAMORATO - D,38,L. WILLIAMS - D,17,LAMB - D
ROSSLYN FARMS BOROUGH,45,KULIK - D,37,IOVINO - D,17,LAMB - D
SCOTT TWP,42,D. MILLER - D,42,FONTANA - D,17,LAMB - D
SCOTT TWP,45,KULIK - D,42,FONTANA - D,17,LAMB - D
SEWICKLEY BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
SEWICKLEY HEIGHTS BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
SEWICKLEY HILLS BOROUGH,44,GAYDOS - R,37,IOVINO - D,17,LAMB - D
SHALER TWP,21,INNAMORATO - D,38,L. WILLIAMS - D,17,LAMB - D
SHALER TWP,30,MIZGORSKI - R,38,L. WILLIAMS - D,17,LAMB - D
SHARPSBURG BOROUGH,21,INNAMORATO - D,42,FONTANA - D,17,LAMB - D
SOUTH FAYETTE TWP,46,ORTITAY - R,37,IOVINO - D,17,LAMB - D
SOUTH FAYETTE TWP,46,ORTITAY - R,37,IOVINO - D,18,DOYLE - D
SOUTH PARK TWP,38,KORTZ - D,37,IOVINO - D,18,DOYLE - D
SOUTH PARK TWP,39,PUSKARIC - R,37,IOVINO - D,18,DOYLE - D
SOUTH VERSAILLES TWP,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
SPRINGDALE BOROUGH,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
SPRINGDALE TWP,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
STOWE TWP,45,KULIK - D,42,FONTANA - D,17,LAMB - D
SWISSVALE BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
TARENTUM BOROUGH,33,DERMODY - D,38,L. WILLIAMS - D,17,LAMB - D
THORNBURG BOROUGH,27,DEASY - D,37,IOVINO - D,17,LAMB - D
TRAFFORD BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
TURTLE CREEK BOROUGH,34,LEE - D,45,BREWSTER - D,18,DOYLE - D
UPPER ST. CLAIR TWP,40,MIHALEK - R,37,IOVINO - D,18,DOYLE - D
VERONA BOROUGH,32,DeLUCA - D,43,COSTA - D,17,LAMB - D
VERSAILLES BOROUGH,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
WALL BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
WEST DEER TWP,54,BROOKS - R,38,L. WILLIAMS - D,17,LAMB - D
WEST ELIZABETH BOROUGH,39,PUSKARIC - R,45,BREWSTER - D,18,DOYLE - D
WEST HOMESTEAD BOROUGH,34,LEE - D,43,COSTA - D,18,DOYLE - D
WEST MIFFLIN BOROUGH,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
WEST MIFFLIN BOROUGH,38,KORTZ - D,45,BREWSTER - D,18,DOYLE - D
WEST VIEW BOROUGH,20,RAVENSTAHL - D,38,L. WILLIAMS - D,17,LAMB - D
WHITAKER BOROUGH,35,A. DAVIS - D,43,COSTA - D,18,DOYLE - D
WHITE OAK BOROUGH,35,A. DAVIS - D,45,BREWSTER - D,18,DOYLE - D
WHITEHALL BOROUGH,38,KORTZ - D,37,IOVINO - D,18,DOYLE - D
WILKINS TWP,34,LEE - D,43,COSTA - D,18,DOYLE - D
WILKINSBURG BOROUGH,24,GAINEY - D,43,COSTA - D,18,DOYLE - D
WILMERDING BOROUGH,25,MARKOSEK - D,45,BREWSTER - D,18,DOYLE - D
APOLLO BOROUGH,55,PETRARCA - D,41,PITTMAN - R,15,THOMPSON - R
APPLEWOLD BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
ATWOOD BOROUGH,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
BETHEL TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
BOGGS TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
BRADYS BEND TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
BURRELL TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
CADOGAN TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
COWANSHANNOCK TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
DAYTON BOROUGH,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
EAST FRANKLIN TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
ELDERTON BOROUGH,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
FORD CITY BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
FORD CLIFF BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
FREEPORT BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
GILPIN TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
HOVEY TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
KISKIMINETAS TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
KITTANNING BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
KITTANNING TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
LEECHBURG BOROUGH,55,PETRARCA - D,41,PITTMAN - R,15,THOMPSON - R
MADISON TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
MAHONING TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
MANOR TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
MANORVILLE BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
NORTH APOLLO BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
NORTH BUFFALO TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
PARKER CITY CITY,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
PARKS TWP,55,PETRARCA - D,41,PITTMAN - R,15,THOMPSON - R
PERRY TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
PINE TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
PLUMCREEK TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
RAYBURN TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
REDBANK TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
RURAL VALLEY BOROUGH,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
SOUTH BEND TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
SOUTH BETHLEHEM BOROUGH,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
SOUTH BUFFALO TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
SUGARCREEK TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
VALLEY TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
WASHINGTON TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
WAYNE TWP,63,OBERLANDER - R,41,PITTMAN - R,15,THOMPSON - R
WEST FRANKLIN TWP,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
WEST KITTANNING BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
WORTHINGTON BOROUGH,60,PYLE - R,41,PITTMAN - R,15,THOMPSON - R
ALIQUIPPA CITY,16,MATZIE - D,46,BARTOLOTTA - R,17,LAMB - D
AMBRIDGE BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
BADEN BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
BEAVER BOROUGH,15,KAIL - R,47,VOGEL - R,17,LAMB - D
BEAVER FALLS CITY,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
BIG BEAVER BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
BRIDGEWATER BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
BRIGHTON TWP,15,KAIL - R,47,VOGEL - R,17,LAMB - D
CENTER TWP,15,KAIL - R,47,VOGEL - R,17,LAMB - D
CHIPPEWA TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
CONWAY BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
DARLINGTON BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
DARLINGTON TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
DAUGHERTY TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
EAST ROCHESTER BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
EASTVALE BOROUGH,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
ECONOMY BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
ELLWOOD CITY BOROUGH,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
FALLSTON BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
FRANKFORT SPRINGS BOROUGH,15,KAIL - R,46,BARTOLOTTA - R,17,LAMB - D
FRANKLIN TWP,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
FREEDOM BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
GEORGETOWN BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
GLASGOW BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
GREENE TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
HANOVER TWP,15,KAIL - R,46,BARTOLOTTA - R,17,LAMB - D
HARMONY TWP,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
HOMEWOOD BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
HOOKSTOWN BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
HOPEWELL TWP,16,MATZIE - D,46,BARTOLOTTA - R,17,LAMB - D
INDEPENDENCE TWP,15,KAIL - R,46,BARTOLOTTA - R,17,LAMB - D
INDUSTRY BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
KOPPEL BOROUGH,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
MARION TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
MIDLAND BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
MONACA BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
NEW BRIGHTON BOROUGH,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
NEW GALILEE BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
NEW SEWICKLEY TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
NORTH SEWICKLEY TWP,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
OHIOVILLE BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
PATTERSON HEIGHTS BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
PATTERSON TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
POTTER TWP,15,KAIL - R,47,VOGEL - R,17,LAMB - D
PULASKI TWP,10,BERNSTINE - R,47,VOGEL - R,17,LAMB - D
RACCOON TWP,15,KAIL - R,47,VOGEL - R,17,LAMB - D
ROCHESTER BOROUGH,16,MATZIE - D,47,VOGEL - R,17,LAMB - D
ROCHESTER TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
SHIPPINGPORT BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
SOUTH BEAVER TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
SOUTH HEIGHTS BOROUGH,16,MATZIE - D,46,BARTOLOTTA - R,17,LAMB - D
VANPORT TWP,15,KAIL - R,47,VOGEL - R,17,LAMB - D
WEST MAYFIELD BOROUGH,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
WHITE TWP,14,MARSHALL - R,47,VOGEL - R,17,LAMB - D
BEDFORD BOROUGH,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
BEDFORD TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
BLOOMFIELD TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
BROAD TOP TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
COALDALE BOROUGH,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
COLERAIN TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
CUMBERLAND VALLEY TWP,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
EAST PROVIDENCE TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
EAST ST. CLAIR TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
EVERETT BOROUGH,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
HARRISON TWP,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
HOPEWELL BOROUGH,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
HOPEWELL TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
HYNDMAN BOROUGH,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
JUNIATA TWP,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
KIMMEL TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
KING TWP,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
LIBERTY TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
LINCOLN TWP,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
LONDONDERRY TWP,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
MANN TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
MANNS CHOICE BOROUGH,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
MONROE TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
NAPIER TWP,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
NEW PARIS BOROUGH,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
PAVIA TWP,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
PLEASANTVILLE BOROUGH,69,METZGAR - R,35,LANGERHOLC - R,13,JOYCE - R
RAINSBURG BOROUGH,78,TOPPER - R,35,LANGERHOLC - R,13,JOYCE - R
